State,City/Location Name,Full Address,Phone Number
North Carolina (NC),Market Street,"5123 Market St, 								Wilmington, NC 28405",(910) 397-2884
North Carolina (NC),Matthews,"9905 Matthews Park Dr, 								Matthews, NC 28105",(704) 847-7702
North Carolina (NC),Mayfaire,"6891 Swan Mill Rd, 								Wilmington, NC 28405",(910) 256-0854
North Carolina (NC),Mebane,"1311 Mebane Oaks Rd, 								Mebane, NC 27302",(919) 568-6080
North Carolina (NC),Merrimon Avenue,"170 Merrimon Ave, 								Asheville, NC 28801",(828) 253-2201
North Carolina (NC),Methodist University,"5400 Ramsey St, 								Fayetteville, NC 28311",
North Carolina (NC),Midtown Corner,"651 E Six Forks Rd, 								Raleigh, NC 27609",(919) 831-1408
North Carolina (NC),Mint Hill,"7404 Matthews Mint Hill Rd, 								Mint Hill, NC 28227",(704) 486-4072
North Carolina (NC),Monkey Junction,"5106 S College Rd, 								Wilmington, NC 28412",(910) 794-9008
North Carolina (NC),Monroe (NC),"2592 W Roosevelt Blvd, 								Monroe, NC 28110",(704) 225-8630
North Carolina (NC),Monroe Crossing Mall,"2115 W Roosevelt Blvd Ste 105, 								Monroe, NC 28110",(704) 283-8070
North Carolina (NC),Mooresville,"457 River Hwy, 								Mooresville, NC 28117",(704) 799-0401
North Carolina (NC),Morehead City,"5156 Hwy 70 W, 								Morehead City, NC 28557",(252) 247-7281
North Carolina (NC),Morganton,"1006 Burkemont Ave, 								Morganton, NC 28655",(828) 439-2373
North Carolina (NC),Mount Airy,"2007 Rockford St, 								Mount Airy, NC 27030",(336) 648-8500
North Carolina (NC),Mountain Island,"3821 Corning Pl, 								Charlotte, NC 28216",(704) 395-2004
North Carolina (NC),NC A&T (NC Agricultural & Technical State Univ.),"1601 E. Market Street, 								Greensboro, NC 27411",(336) 334-7560
North Carolina (NC),New Bern,"3000 M L King Jr Blvd, 								New Bern, NC 28562",(252) 672-9321
North Carolina (NC),New Bern Ave,"4411 New Bern Ave, 								Raleigh, NC 27610",(984) 255-6784
North Carolina (NC),North Carolina Central University,"500 Nelson Street, 								Durham, NC 27707",(919) 530-6498
North Carolina (NC),North Carolina State University,"2600 Founders Dr, 								Raleigh, NC 27695",(919) 515-7910
North Carolina (NC),North Hills In-Line (NC),"4154 Main at North Hills St, 								Raleigh, NC 27609",(919) 420-1936
North Carolina (NC),Northlake Mall (NC),"6801 Northlake Mall Dr Ste FC201, 								Charlotte, NC 28216",(704) 596-1211
North Carolina (NC),Northlake Parkway,"8411 Northlake Commons Blvd, 								Charlotte, NC 28216",(704) 599-2330
North Carolina (NC),Oleander,"3389 Oleander Dr, 								Wilmington, NC 28403",(910) 452-9399
North Carolina (NC),Parkside Town Commons,"7107 Okelly Chapel Rd, 								Cary, NC 27519",(919) 466-9525
North Carolina (NC),Peace Haven,"1925 N Peace Haven Rd, 								Winston Salem, NC 27106",(336) 923-7125
North Carolina (NC),Peters Creek,"3343 Sides Branch Rd, 								Winston Salem, NC 27127",(336) 283-0080
North Carolina (NC),Porters Neck Rd,"195 Porters Neck Rd, 								Wilmington, NC 28411",(910) 686-2130
North Carolina (NC),Prosperity Church Rd,"5920 Prosperity Church Rd, 								Charlotte, NC 28269",(704) 992-9300
North Carolina (NC),Raeford Road,"2727 Raeford Rd, 								Fayetteville, NC 28303",(910) 483-9501
North Carolina (NC),Ramsey Street,"4611 Ramsey St, 								Fayetteville, NC 28311",(910) 488-1907
North Carolina (NC),Rand Village,"7740 Fayetteville Rd, 								Raleigh, NC 27603",(919) 420-9760
North Carolina (NC),Renaissance Village,"7836 Leonardo Dr, 								Durham, NC 27713",(919) 206-4330
North Carolina (NC),Research Triangle,"104 Residence Inn Blvd, 								Durham, NC 27713",(919) 484-7778
North Carolina (NC),Rivergate Parkway,"14111 Rivergate Pkwy, 								Charlotte, NC 28273",(704) 504-8484
North Carolina (NC),Roanoke Rapids,"280 Premier Blvd, 								Roanoke Rapids, NC 27870",(252) 541-5101
North Carolina (NC),Roberts Avenue,"3400 N Elm St, 								Lumberton, NC 28358",(910) 556-5002
North Carolina (NC),Rocky River Road,"9355 Sullivan Vale Ln, 								Charlotte, NC 28215",(704) 602-9862
North Carolina (NC),Roxboro Road,"3912 N Roxboro St, 								Durham, NC 27704",(919) 620-0897
North Carolina (NC),Sanford,"3224 NC Highway 87 S, 								Sanford, NC 27332",(919) 777-0707
North Carolina (NC),Shallotte [NC],"2900 Frontage Rd NW, 								Shallotte, NC 28470",(910) 722-9011
North Carolina (NC),Shelby,"719 E Dixon Blvd, 								Shelby, NC 28152",(704) 481-8110
North Carolina (NC),Six Forks and Strickland Road,"8661 Six Forks Rd, 								Raleigh, NC 27615",(919) 848-6715
North Carolina (NC),Skibo Square,"1921 Skibo Rd, 								Fayetteville, NC 28314",(910) 868-4849
North Carolina (NC),Smith Crossroads,"116 Wilkesboro Blvd SE, 								Lenoir, NC 28645",(828) 929-2449
North Carolina (NC),Smithfield,"1300 N Brightleaf Blvd, 								Smithfield, NC 27577",(919) 938-0058
North Carolina (NC),South Asheville,"1832 Hendersonville Rd, 								Asheville, NC 28803",(828) 277-9913
North Carolina (NC),South End,"3015 South Blvd, 								Charlotte, NC 28209",(704) 665-6371
North Carolina (NC),South Hickory,"1815 US Highway 70 SE, 								Hickory, NC 28602",(828) 267-2027
North Carolina (NC),South Point Township,"925 S Point Rd, 								Belmont, NC 28012",(704) 800-5255
North Carolina (NC),South Square,"4139 Durham Chapel Hill Blvd, 								Durham, NC 27707",(919) 402-2092
North Carolina (NC),Southern Pines,"265 Turner St, 								Aberdeen, NC 28315",(910) 637-8200
North Carolina (NC),Southpark (NC),"4400 Sharon Rd # VC06, 								Charlotte, NC 28211",(704) 364-5770
North Carolina (NC),Spectrum Center,"333 E Trade St, 								Charlotte, NC 28202",
North Carolina (NC),Stanleyville,"328 E Hanes Mill Rd, 								Winston Salem, NC 27105",(336) 377-3440
North Carolina (NC),Statesville,"228 Turnersburg Hwy, 								Statesville, NC 28625",(704) 881-0002
North Carolina (NC),Stone Creek Village,"1000 Valleystone Dr, 								Cary, NC 27519",(919) 465-0699
North Carolina (NC),Stonecrest at Piper Glen,"7910 Rea Rd, 								Charlotte, NC 28277",(704) 540-9690
North Carolina (NC),Talbert Road,"420 Talbert Rd, 								Mooresville, NC 28117",(704) 944-2884
North Carolina (NC),The Streets at Southpoint,"6910 Fayetteville Rd Ste 246, 								Durham, NC 27713",(919) 806-5557
North Carolina (NC),The Village at North Elm,"209 Pisgah Church Rd, 								Greensboro, NC 27455",(336) 286-0408
North Carolina (NC),Thruway Shopping Center,"391 Knollwood St, 								Winston Salem, NC 27103",(336) 722-6058
North Carolina (NC),Towne Creek Commons,"902 E Innes St, 								Salisbury, NC 28144",(704) 797-9300
North Carolina (NC),Townridge Square,"6612 Glenwood Ave, 								Raleigh, NC 27612",(919) 571-8480
North Carolina (NC),Triangle Town Center,"5959 Triangle Town Blvd Spc FC1104, 								Raleigh, NC 27616",(919) 792-2214
North Carolina (NC),Tunnel Road,"21 Peaks Center Ln, 								Asheville, NC 28805",(828) 298-2571
North Carolina (NC),Union Cross,"1331 Glenn Center Dr, 								Kernersville, NC 27284",(336) 993-4772
North Carolina (NC),University Commons,"3020 Evans St, 								Greenville, NC 27834",(252) 355-8706
North Carolina (NC),University of NC - Pembroke,"355 N Odum Street, 								Pembroke, NC 28372",(910) 775-4195
North Carolina (NC),University of NC-Chapel Hill (Lenoir Hall),"36 Lenoir Drive, 								Chapel Hill, NC 27599",(704) 687-0385
North Carolina (NC),University of NC-Charlotte,"9201 University City Blvd, 								Charlotte, NC 28223",(704) 687-3391
North Carolina (NC),University of NC-Greensboro (Elliott Center),"516 Stirling St, 								Greensboro, NC 27412",(336) 334-5443
North Carolina (NC),University of NC-Wilmington,"601 S College Rd, 								Wilmington, NC 28403",(910) 962-7782
North Carolina (NC),University of North Carolina Hospital-Beach,"1 Medical Dr, 								Chapel Hill, NC 27599",(919) 962-0212
North Carolina (NC),University Place,"8700 University Exec Park Dr, 								Charlotte, NC 28262",(704) 593-0052
North Carolina (NC),Valley Hills Mall,"1960 US Highway 70 SE Ste 2-121, 								Hickory, NC 28602",(828) 322-7038
North Carolina (NC),Viewmont,"1239 2nd St NE, 								Hickory, NC 28601",(828) 569-2769
North Carolina (NC),Village District,"2000 Cameron St, 								Raleigh, NC 27605",(919) 589-1637
North Carolina (NC),Wake Forest,"11730 Retail Dr, 								Wake Forest, NC 27587",(919) 562-9004
North Carolina (NC),Wake Forest Baptist Medical Center,"Medical Center Blvd, 								Winston Salem, NC 27157",(336) 716-8836
North Carolina (NC),Wake Forest University,"1834 Wake Forest Rd, 								Winston Salem, NC 27109",(336) 758-4695
North Carolina (NC),Waverly,"11530 Waverly Center Dr, 								Charlotte, NC 28277",(704) 844-0270
North Carolina (NC),Waverly Place,"411 Colonades Way, 								Cary, NC 27518",(919) 816-8222
North Carolina (NC),Waynesville,"45 Barber Blvd, 								Waynesville, NC 28786",(828) 452-7838
North Carolina (NC),Wendover,"1100 Lanada Rd, 								Greensboro, NC 27407",(336) 854-9355
North Carolina (NC),Wendover Plaza,"957 N Wendover Rd, 								Charlotte, NC 28211",(704) 271-4855
North Carolina (NC),Wesley Chapel Weddington,"6390 Weddington Rd, 								Matthews, NC 28104",(704) 234-1000
North Carolina (NC),West Asheville,"139 Smokey Park Hwy, 								Asheville, NC 28806",(828) 667-9770
North Carolina (NC),West Fayetteville,"7620 S Raeford Rd, 								Fayetteville, NC 28304",(910) 745-9010
North Carolina (NC),Western Boulevard,"1405 Western Blvd, 								Jacksonville, NC 28546",(910) 455-2934
North Carolina (NC),Western Carolina University,"160 West University Way, 								Cullowhee, NC 28723",(828) 227-7177
North Carolina (NC),White Oak Crossing,"220 Shenstone Ln, 								Garner, NC 27529",(919) 329-0275
North Carolina (NC),Whitehall Commons Shopping Center,"8032 S Tryon St, 								Charlotte, NC 28273",(704) 504-1234
North Carolina (NC),Whitsett,"6401 W Interstate Ct., 								Whitsett, NC 27377",
North Carolina (NC),Wilkesboro,"2007 W US Highway 421, 								Wilkesboro, NC 28697",(336) 921-2697
North Carolina (NC),Wilson,"2407 Forest Hills Rd W, 								Wilson, NC 27893",(252) 206-9862
North Carolina (NC),Wingate University,"220 N Camden Rd, 								Wingate, NC 28174",(704) 233-8108
North Carolina (NC),Winston Salem State University,"601 S Martin Luther King Jr Dr, 								Winston Salem, NC 27110",(336) 750-2846
North Carolina (NC),Winterville,"4239 Winterville Pkwy, 								Winterville, NC 28590",(252) 321-1382
North Dakota (ND),Grand Forks,"3230 32nd Ave S, 								Grand Forks, ND 58201",(701) 746-9942
North Dakota (ND),Kirkwood Mall (ND),"703 S 3rd St, 								Bismarck, ND 58504",(701) 751-0793
North Dakota (ND),North Dakota State University,"1401 Administration Avenue, 								Fargo, ND 59105",
North Dakota (ND),University of North Dakota,"3625 Campus Rd Stop 9033, 								Grand Forks, ND 58202",(701) 777-6440
North Dakota (ND),West Acres,"4100 13th Ave S, 								Fargo, ND 58103",(701) 281-5976
Ohio (OH),Airport Highway,"6720 Airport Hwy, 								Holland, OH 43528",(419) 865-0810
Ohio (OH),Anderson,"8598 Beechmont Ave, 								Cincinnati, OH 45255",(513) 474-2445
Ohio (OH),Austintown (OH),"5647 Mahoning Ave, 								Youngstown, OH 44515",(330) 572-0005
Ohio (OH),Beachwood Place Mall,"26300 Cedar Rd Ste FC5, 								Beachwood, OH 44122",(216) 831-5195
Ohio (OH),Beavercreek,"2360 N Fairfield Rd, 								Beavercreek, OH 45431",(937) 320-1228
Ohio (OH),Belden Village Mall,"4228 Belden Village Mall, 								Canton, OH 44718",(330) 494-2894
Ohio (OH),Benchwood,"3339 Benchwood Rd, 								Dayton, OH 45414",(937) 454-0445
Ohio (OH),Blue Ash,"11250 Reed Hartman Hwy, 								Blue Ash, OH 45241",(513) 608-9582
Ohio (OH),Boardman (OH),"480 Boardman-Canfield Rd, 								Youngstown, OH 44512",(330) 717-9061
Ohio (OH),Bridgewater Falls,"3403 Princeton Rd, 								Fairfield Township, OH 45011",(513) 892-4232
Ohio (OH),Brunswick (OH),"3470 Center Rd, 								Brunswick, OH 44212",(330) 225-7670
Ohio (OH),Cedarville University,"251 N Main St, 								Cedarville, OH 45314",(937) 766-4446
Ohio (OH),Central & McCord,"6636 W Central Ave, 								Toledo, OH 43617",(419) 841-7762
Ohio (OH),Chapel Hill,"420 Howe Ave, 								Cuyahoga Falls, OH 44221",(330) 920-4544
Ohio (OH),Cleveland State University - Manus Food Court,"2121 Euclid Ave, 								Cleveland, OH 44115",
Ohio (OH),Cleveland-Hopkins International Airport,"5300 Riverside Dr, 								Cleveland, OH 44135",(216) 417-3208
Ohio (OH),Clintonville,"4910 N High St, 								Columbus, OH 43214",(614) 738-4734
Ohio (OH),Colerain Commons,"9496 Colerain Ave, 								Cincinnati, OH 45251",(513) 245-0934
Ohio (OH),Cornerstone,"5301 Cornerstone North Blvd, 								Centerville, OH 45440",(937) 439-1700
Ohio (OH),Crocker Park (OH),"30115 Detroit Rd, 								Westlake, OH 44145",(440) 534-3838
Ohio (OH),Dayton Mall,"2700 Miamisburg-Ctrvil Rd #212, 								Dayton, OH 45459",(937) 439-1932
Ohio (OH),Deerfield Crossing,"5150 Merten Dr, 								Mason, OH 45040",(513) 770-3445
Ohio (OH),Dressler Road,"5411 Dressler Rd NW, 								North Canton, OH 44720",(330) 966-5420
Ohio (OH),Eastgate,"874 Eastgate North Dr, 								Cincinnati, OH 45245",(513) 752-0223
Ohio (OH),Easton Town Center,"3940 Morse Rd, 								Columbus, OH 43219",(614) 414-7222
Ohio (OH),Fairfield (OH),"6305 S Gilmore Rd, 								Fairfield, OH 45014",(513) 860-1915
Ohio (OH),Findlay (OH),"1931 Tiffin Ave, 								Findlay, OH 45840",(419) 425-5288
Ohio (OH),Finneytown (OH),"8580 Winton Rd, 								Cincinnati, OH 45231",(513) 344-0000
Ohio (OH),Franklin Park Mall,"5001 Monroe St Ste FC10, 								Toledo, OH 43623",(419) 471-9455
Ohio (OH),Grandview Yard,"807 W 3rd Ave, 								Columbus, OH 43212",(614) 297-6923
Ohio (OH),Great American Ball Park,"100 Joe Nuxhall Way, 								Cincinnati, OH 45202",
Ohio (OH),Grove City,"1696 Stringtown Rd, 								Grove City, OH 43123",(614) 539-9500
Ohio (OH),Hamilton Quarter (OH),"6060 N Hamilton Rd, 								Columbus, OH 43081",(614) 769-6777
Ohio (OH),Harvard Park,"4001 Richmond Rd, 								Warrensville Heights, OH 44122",(216) 831-6700
Ohio (OH),Howland,"1885 Niles Cortland Rd SE, 								Warren, OH 44484",(330) 652-1300
Ohio (OH),Huber Heights (OH),"8120 Troy Pike, 								Huber Heights, OH 45424",(937) 237-9090
Ohio (OH),Kenwood (OH),"SEC Kenwood  Rd & E. Galbraith Rd, 								Kenwood, OH 45236",
Ohio (OH),Kenwood Towne Centre,"7875 Montgomery Rd Spc F5, 								Cincinnati, OH 45236",(513) 793-7149
Ohio (OH),Kettering,"480 E Stroop Rd, 								Kettering, OH 45429",(937) 949-9643
Ohio (OH),Lewis Center (OH),"47 Meadow Park Ave., 								Lewis Center, OH 43035",
Ohio (OH),Liberty Way,"7602 Trailside Dr, 								West Chester, OH 45069",(513) 777-0200
Ohio (OH),Lorain & Amherst (OH),"5400 Leavitt Rd, 								Lorain, OH 44053",(440) 780-2697
Ohio (OH),Macedonia,"8213 Golden Link Blvd, 								Macedonia, OH 44067",(330) 908-3300
Ohio (OH),Mall at Fairfield Commons,"2727 Fairfield Commons Blvd, 								Beavercreek, OH 45431",(937) 320-1224
Ohio (OH),Market at East Broad,"6240 E Broad St, 								Columbus, OH 43213",(614) 861-2300
Ohio (OH),Market of Hilliard,"1988 Hilliard Rome Rd, 								Hilliard, OH 43026",(614) 771-9650
Ohio (OH),Massillon (OH),"2280 Lincoln Way E, 								Massillon, OH 44646",(330) 572-4955
Ohio (OH),Mayfield Heights (OH),"6390 Mayfield Rd, 								Mayfield Heights, OH 44124",(440) 683-1946
Ohio (OH),Medina (OH),"1007 N Court St, 								Medina, OH 44256",(330) 588-3910
Ohio (OH),Mentor,"9611 Mentor Ave, 								Mentor, OH 44060",(440) 354-2924
Ohio (OH),Milford Miami Township,"5700 Romar Dr, 								Milford, OH 45150",(513) 239-3023
Ohio (OH),Montrose,"47 Flight Memorial Pkwy, 								Fairlawn, OH 44333",(330) 668-2404
Ohio (OH),North Olmsted,"4779 Great Northern Blvd, 								North Olmsted, OH 44070",(440) 716-0030
Ohio (OH),Oakley Station,"4695 Marburg Ave, 								Cincinnati, OH 45209",(513) 401-8478
Ohio (OH),Parma (OH),"6676 Ridge Rd, 								Parma, OH 44129",(440) 842-7576
Ohio (OH),Perrysburg Plaza,"10315 Fremont Pike, 								Perrysburg, OH 43551",(419) 333-6878
Ohio (OH),Polaris Fashion Place Mall,"1500 Polaris Pkwy Ste FC4, 								Columbus, OH 43240",(614) 438-5845
Ohio (OH),Polaris Parkway,"8787 Sancus Blvd, 								Columbus, OH 43240",(614) 888-8787
Ohio (OH),RELO - Polaris Parkway (OH),"1515 Polaris Pkwy, 								Columbus, OH 43240",
Ohio (OH),Reynoldsburg (OH),"2364 Taylor Park Dr, 								Reynoldsburg, OH 43068",(614) 501-1719
Ohio (OH),Rocky River,"20801 Center Ridge Rd, 								Rocky River, OH 44116",(440) 754-0231
Ohio (OH),Sandusky (OH),"4661 Milan Rd, 								Sandusky, OH 44870",(419) 626-5319
Ohio (OH),Sawmill Road,"6051 Sawmill Rd, 								Dublin, OH 43017",(614) 717-9404
Ohio (OH),Secor Road,"3308 Secor Rd, 								Toledo, OH 43606",(419) 578-1000
Ohio (OH),Solon (OH),"6150 Som Center Rd, 								Solon, OH 44139",(440) 498-0645
Ohio (OH),Springdale,"501 E Kemper Rd, 								Springdale, OH 45246",(513) 671-9333
Ohio (OH),Springfield (OH),"1740 N Bechtle Ave, 								Springfield, OH 45504",(937) 977-7343
Ohio (OH),St. Clairsville,"67950 Mall Ring Road, 								Saint Clairsville, OH 43950",(740) 650-5492
Ohio (OH),Strongsville,"16584 Royalton Rd, 								Strongsville, OH 44136",(440) 238-2344
Ohio (OH),Talmadge & Sylvania,"4260 W Sylvania Ave, 								Toledo, OH 43623",(419) 474-2000
Ohio (OH),The OSU In-Line,"1924 N High St, 								Columbus, OH 43201",(614) 372-5308
Ohio (OH),Tiffany Square Plaza,"1110 Boardman Poland Rd, 								Poland, OH 44514",(330) 726-7205
Ohio (OH),Troy In-Line DT,"1910 W Main St, 								Troy, OH 45373",(937) 335-4155
Ohio (OH),Tuttle Crossing (OH),"6105 Parkcenter Cir, 								Dublin, OH 43017",(614) 568-4057
Ohio (OH),Tuttle Crossing Mall,"5043 Tuttle Crossing Blvd Ste 169, 								Dublin, OH 43016",(614) 760-7688
Ohio (OH),University of Akron-Student Center,"303 Carroll St, 								Akron, OH 44325",(330) 972-5592
Ohio (OH),University of Cincinnati,"2701 Bearcat Way, 								Cincinnati, OH 45221",(513) 556-1045
Ohio (OH),University of Toledo,"2801 W Bancroft St, 								Toledo, OH 43606",(419) 530-5281
Ohio (OH),Voice of America,"7733 Voice of America Centre Dr, 								West Chester, OH 45069",(513) 779-1767
Ohio (OH),Washington Township,"1482 Miamisburg Centerville Rd, 								Dayton, OH 45459",(937) 439-2552
Ohio (OH),Western Hills,"6495 Glenway Ave, 								Cincinnati, OH 45211",(513) 598-9400
Ohio (OH),Willoughby Commons,"35441 Euclid Ave, 								Willoughby, OH 44094",(440) 946-1831
Ohio (OH),Youngstown State University,"1 University Plz, 								Youngstown, OH 44555",(330) 941-3709
Oklahoma (OK),12th Avenue,"120 12th Ave NE, 								Norman, OK 73071",(405) 310-3189
Oklahoma (OK),15th & Sooner,"5705 SE 15th St, 								Midwest City, OK 73110",(405) 741-1505
Oklahoma (OK),240 & Western,"920 W I 240 Service Rd, 								Oklahoma City, OK 73139",(405) 632-2525
Oklahoma (OK),29th & Town Center,"7331 SE 29th St, 								Midwest City, OK 73110",(405) 741-1500
Oklahoma (OK),2nd & Bryant,"1210 E 2nd St, 								Edmond, OK 73034",(405) 330-1141
